LoanID,Amount.Requested,Amount.Funded.By.Investors,Interest.Rate,Loan.Length,Loan.Purpose,Debt.To.Income.Ratio,State,Home.Ownership,Monthly.Income,FICO.Range,Open.CREDIT.Lines,Revolving.CREDIT.Balance,Inquiries.in.the.Last.6.Months,Employment.Length
1476,5375,5375,8.90%,36 months,debt_consolidation,29.48%,NC,RENT,3416.67,720-724,6,3007,2,< 1 year
1477,3700,3700,15.80%,36 months,credit_card,32.20%,NY,RENT,3000,690-694,9,14151,0,1 year
1478,19125,19125,18.49%,36 months,debt_consolidation,9.10%,MA,RENT,4166.67,675-679,8,19761,3,10+ years
1479,1625,1625,15.31%,36 months,major_purchase,4.32%,TX,OWN,1666.67,745-749,3,1759,4,3 years
1480,26000,25975,16.77%,60 months,home_improvement,11.77%,NC,MORTGAGE,4416.67,730-734,5,7560,1,10+ years
1481,6650,6650,18.25%,60 months,debt_consolidation,17.12%,OH,MORTGAGE,3084,680-684,16,5646,2,3 years
1482,1000,1000,11.49%,36 months,debt_consolidation,21.36%,CA,RENT,4666.67,670-674,16,26558,0,10+ years
1483,18000,17896.62,14.42%,36 months,wedding,7.89%,TX,MORTGAGE,5833.33,720-724,5,18505,1,3 years
1484,8000,7975,12.84%,36 months,wedding,16.73%,TX,MORTGAGE,3521,680-684,13,4075,0,3 years
1485,4575,4575,15.65%,36 months,credit_card,14.31%,MS,OTHER,5833.33,680-684,25,82586,2,2 years
1486,35000,34950,21.97%,60 months,debt_consolidation,19.32%,RI,MORTGAGE,14166.67,690-694,14,51314,3,3 years
1487,10000,10000,12.12%,36 months,debt_consolidation,12.46%,CA,MORTGAGE,4375,695-699,7,11070,0,5 years
1488,32350,32350,18.49%,36 months,debt_consolidation,20.14%,CT,OWN,6000,660-664,15,39513,1,3 years
1489,16000,16000,12.98%,36 months,debt_consolidation,15.86%,CA,MORTGAGE,3600,700-704,9,26357,2,3 years
1490,13750,13750,14.09%,36 months,credit_card,24.77%,CA,RENT,3000,690-694,12,16734,1,1 year
1491,5600,5600,11.14%,36 months,credit_card,27.96%,NC,MORTGAGE,11666.67,665-669,18,194205,0,10+ years
1492,21000,20950,23.76%,60 months,debt_consolidation,24.82%,KS,RENT,7458.33,660-664,14,11973,0,10+ years
1493,12000,12000,7.90%,36 months,home_improvement,21.99%,MN,MORTGAGE,5416.67,730-734,8,28146,0,10+ years
1494,12000,12000,13.49%,36 months,debt_consolidation,16.29%,NV,MORTGAGE,6250,680-684,13,13528,1,7 years
1495,3600,3600,13.99%,36 months,other,10%,NY,RENT,5750,670-674,8,10766,2,4 years
1496,25000,15175,16.32%,60 months,debt_consolidation,22.19%,PA,MORTGAGE,7083.33,705-709,8,9133,0,4 years
1497,8400,8400,9.25%,60 months,car,22.47%,NM,MORTGAGE,4833.33,760-764,6,19187,0,3 years
1498,24375,24300,15.80%,60 months,debt_consolidation,30.61%,PA,MORTGAGE,4708.33,700-704,18,49136,0,10+ years
1499,8575,8575,15.80%,36 months,debt_consolidation,34.41%,KY,MORTGAGE,4541.67,675-679,15,5180,1,10+ years
1500,13800,13800,12.12%,36 months,debt_consolidation,17.11%,CA,RENT,4250,695-699,8,11366,0,< 1 year
1501,17000,17000,11.49%,36 months,debt_consolidation,13.69%,MI,RENT,5083.33,695-699,9,13883,0,4 years
1502,11000,11000,13.67%,36 months,debt_consolidation,13.44%,LA,MORTGAGE,4666.67,675-679,8,10482,0,6 years
1503,7800,7800,14.35%,36 months,other,21.89%,CA,RENT,2508.33,680-684,5,25780,0,< 1 year
1504,3725,3725,10.59%,36 months,credit_card,18.57%,NY,RENT,11666.67,695-699,21,43987,0,10+ years
1505,11000,11000,17.27%,36 months,other,11.44%,WI,MORTGAGE,5000,665-669,7,10070,3,10+ years
1506,8500,8500,15.31%,36 months,debt_consolidation,7.56%,CO,RENT,3333.33,670-674,5,8844,0,< 1 year
1507,10000,10000,9.76%,36 months,credit_card,6.83%,MA,RENT,4583.33,705-709,14,13511,0,7 years
1508,12000,12000,11.71%,60 months,debt_consolidation,23.30%,CT,MORTGAGE,4000,725-729,8,15010,0,10+ years
1509,31500,31425,12.12%,60 months,other,21.32%,IL,RENT,5250,755-759,10,11936,0,10+ years
1510,19000,19000,15.31%,60 months,debt_consolidation,27.65%,FL,RENT,3617.21,705-709,8,25692,0,3 years
1511,12000,12000,10.16%,36 months,debt_consolidation,14.22%,CO,MORTGAGE,8791.67,695-699,10,17185,2,8 years
1512,19125,19125,10.16%,36 months,debt_consolidation,25.58%,FL,RENT,4000,725-729,5,0,0,5 years
1513,6525,6500,16.07%,36 months,other,10.11%,MD,RENT,3166.67,700-704,3,2494,1,1 year
1514,8975,8975,7.90%,36 months,debt_consolidation,21.51%,NJ,MORTGAGE,9166.67,725-729,18,61613,3,10+ years
1515,6000,5975,6.03%,36 months,other,11.41%,NY,MORTGAGE,6250,780-784,9,89985,2,n/a
1516,20800,20800,19.22%,60 months,credit_card,15.50%,TX,RENT,6916.67,680-684,20,28764,1,10+ years
1517,8400,8400,14.27%,36 months,debt_consolidation,11.95%,NC,MORTGAGE,4166.67,680-684,10,16634,1,10+ years
1518,20000,20000,18.49%,36 months,debt_consolidation,12.83%,FL,MORTGAGE,13583.33,675-679,17,30679,1,< 1 year
1519,18550,18550,12.12%,36 months,debt_consolidation,11.37%,FL,MORTGAGE,3941,710-714,14,9438,0,n/a
1520,9600,9600,12.12%,36 months,credit_card,25.35%,CT,RENT,4750,685-689,11,29475,0,5 years
1521,6000,6000,6.03%,36 months,major_purchase,12.68%,TX,MORTGAGE,6666.67,775-779,13,8581,0,10+ years
1522,14000,14000,15.31%,36 months,credit_card,11.35%,AZ,RENT,7333.33,680-684,7,6229,1,< 1 year
1523,17000,16573.33,12.98%,36 months,debt_consolidation,15.72%,AL,RENT,4333.33,705-709,5,19053,0,10+ years
1524,13250,13225,10.65%,36 months,credit_card,24.96%,NJ,RENT,3333.33,700-704,13,16192,0,1 year
1525,13000,13000,9.76%,36 months,credit_card,24.50%,TX,RENT,4166.67,705-709,10,15534,0,6 years
1526,20000,20000,12.12%,36 months,debt_consolidation,16.35%,FL,MORTGAGE,4166.67,700-704,7,15917,0,1 year
1527,7000,7000,15.31%,36 months,credit_card,15.64%,CO,RENT,2666.67,670-674,11,11529,0,5 years
1528,12000,12000,17.27%,36 months,debt_consolidation,15.07%,CO,MORTGAGE,4166.67,665-669,7,12318,1,< 1 year
1529,4200,4200,7.62%,36 months,debt_consolidation,6.75%,IL,OWN,10416.67,735-739,15,10819,1,2 years
1530,15000,7100,11.89%,36 months,debt_consolidation,12.42%,FL,MORTGAGE,5000,715-719,15,31563,3,< 1 year
1531,1775,1775,6.54%,36 months,debt_consolidation,19.77%,OH,RENT,3333.33,725-729,11,2038,0,< 1 year
1532,10000,10000,12.12%,36 months,home_improvement,18.81%,NY,MORTGAGE,3250,695-699,10,19354,0,10+ years
1533,14400,14375,12.69%,60 months,debt_consolidation,16.06%,GA,RENT,6250,730-734,6,28675,1,7 years
1534,16000,13150,8.49%,36 months,credit_card,10.30%,FL,RENT,5416.67,735-739,15,15119,0,6 years
1535,10000,9975,13.48%,36 months,debt_consolidation,14.57%,NV,MORTGAGE,6307.42,680-684,11,18823,0,10+ years
1536,3000,2950,5.79%,36 months,small_business,8.49%,CO,RENT,5416.67,745-749,13,10380,1,1 year
1537,20000,20000,7.90%,36 months,debt_consolidation,20.95%,CA,RENT,4333.33,750-754,9,13169,1,10+ years
1538,6000,6000,15.80%,36 months,debt_consolidation,21%,WI,RENT,2176.67,685-689,13,4356,1,2 years
1539,7050,7050,13.49%,36 months,debt_consolidation,14.05%,PA,MORTGAGE,5624,680-684,6,2530,3,4 years
1540,11325,11325,12.12%,36 months,other,8.61%,TX,RENT,2833.33,725-729,3,9137,0,10+ years
1541,2000,2000,16.29%,36 months,home_improvement,30.58%,OH,MORTGAGE,4166.67,670-674,9,3313,1,2 years
1542,11000,6557.05,12.53%,36 months,other,1.62%,CA,RENT,6667,690-694,7,4526,0,10+ years
1543,10000,10000,14.33%,36 months,debt_consolidation,23.56%,WA,RENT,2750,700-704,4,14317,0,2 years
1544,15000,15000,16.29%,36 months,credit_card,10.67%,CA,RENT,5000,665-669,14,13611,0,4 years
1545,23000,22975,18.64%,60 months,debt_consolidation,21.17%,GA,RENT,5166.67,690-694,13,23773,0,6 years
1546,10000,10000,15.31%,36 months,credit_card,26.03%,WA,MORTGAGE,5416.67,675-679,12,7161,3,n/a
1547,4000,4000,12.23%,60 months,other,2.63%,CO,MORTGAGE,9417,705-709,5,13865,0,5 years
1548,13000,12909.48,10.74%,36 months,debt_consolidation,19.25%,CA,RENT,3200,715-719,7,28032,1,< 1 year
1549,5000,525,9.33%,36 months,home_improvement,11.93%,WI,MORTGAGE,15000,715-719,16,60568,1,2 years
1550,6400,6400,7.51%,36 months,major_purchase,9.58%,IL,RENT,6400,735-739,11,12306,1,< 1 year
1551,3825,3800,7.90%,36 months,small_business,3.72%,NY,RENT,3333.33,745-749,3,5106,0,5 years
1552,8000,8000,17.99%,36 months,debt_consolidation,3.96%,FL,RENT,7750,660-664,9,8080,1,5 years
1553,8000,7975,17.27%,36 months,debt_consolidation,8.60%,FL,MORTGAGE,1833.33,665-669,7,2963,1,3 years
1554,6000,6000,15.31%,36 months,debt_consolidation,6.26%,NJ,RENT,11833.33,660-664,21,21567,0,5 years
1555,2500,2500,8.90%,36 months,other,22.49%,MO,RENT,2583.33,715-719,7,5883,3,2 years
1556,10000,10000,13.11%,36 months,debt_consolidation,18.72%,CO,RENT,4625,685-689,13,7411,0,2 years
1557,14600,14600,9.76%,36 months,credit_card,29.51%,FL,OWN,2500,730-734,14,23616,1,2 years
1558,24000,23800,21.14%,60 months,other,12.92%,MI,RENT,9166.67,660-664,7,4324,0,10+ years
1559,2200,2200,7.90%,36 months,major_purchase,8.16%,WA,MORTGAGE,5500,770-774,8,2927,0,3 years
1560,10000,10000,13.11%,36 months,debt_consolidation,18.96%,CA,RENT,8744.26,680-684,16,27086,0,< 1 year
1561,5000,5000,9.76%,36 months,credit_card,28.28%,NC,MORTGAGE,4583.33,695-699,15,38092,0,10+ years
1562,12300,12300,7.51%,36 months,debt_consolidation,22.29%,FL,RENT,3750,735-739,6,27282,1,7 years
1563,2500,2500,13.22%,36 months,debt_consolidation,15.60%,CA,MORTGAGE,3166.67,690-694,10,3777,2,< 1 year
1564,15000,14825,12.73%,36 months,other,16.89%,PA,MORTGAGE,6691.67,700-704,14,14488,3,3 years
1565,1000,1000,10.74%,36 months,debt_consolidation,9%,UT,RENT,1100,715-719,5,1314,0,2 years
1566,18000,17975,11.71%,36 months,debt_consolidation,10.34%,AZ,RENT,3540,700-704,8,14960,0,< 1 year
1567,5000,5000,15.80%,36 months,debt_consolidation,17.61%,CA,RENT,4583.33,700-704,4,4164,2,7 years
1568,6000,5956.31,9.99%,36 months,debt_consolidation,17.86%,CO,MORTGAGE,4980,685-689,10,15280,1,n/a
1569,2500,2500,10.37%,36 months,debt_consolidation,24.30%,NJ,RENT,2000,705-709,10,1523,0,2 years
1570,6000,6000,10.16%,36 months,home_improvement,6.56%,NC,MORTGAGE,2333.33,710-714,6,440,3,8 years
1571,7000,5525,7.75%,36 months,debt_consolidation,10.37%,NV,RENT,4158,765-769,13,6634,0,8 years
1572,4200,4200,13.06%,36 months,major_purchase,13.82%,NJ,MORTGAGE,6500,680-684,14,23653,1,10+ years
1573,12500,12500,14.09%,36 months,debt_consolidation,21.50%,TX,OWN,2083.33,685-689,9,11967,0,6 years
1574,15400,9458.33,16.32%,60 months,house,15.17%,VA,RENT,6500,695-699,11,9989,1,4 years
1575,30000,30000,17.77%,36 months,other,9.41%,MN,RENT,10192,710-714,12,24188,0,< 1 year
1576,20700,20700,16.29%,60 months,debt_consolidation,32.95%,CA,RENT,6250,720-724,20,22277,1,7 years
1577,7000,7000,13.11%,36 months,medical,22.36%,IL,MORTGAGE,5833.33,685-689,7,28985,1,5 years
1578,8000,8000,7.90%,36 months,medical,8.91%,NY,RENT,3166.67,755-759,4,680,0,6 years
1579,18000,18000,20.99%,60 months,credit_card,11.63%,CA,RENT,9051.83,670-674,5,32394,2,4 years
1580,12000,12000,6.62%,36 months,debt_consolidation,4.73%,WA,MORTGAGE,7083.33,745-749,9,6578,1,10+ years
1581,5500,5500,12.69%,36 months,credit_card,19.33%,VA,RENT,1800,670-674,6,12567,0,4 years
1582,18000,17975,10.99%,60 months,debt_consolidation,15.35%,CA,RENT,5666.67,750-754,12,1372,0,2 years
1583,5400,5400,16.29%,36 months,medical,20.03%,GA,RENT,2666.67,660-664,9,11114,1,1 year
1584,18000,18000,12.12%,60 months,debt_consolidation,19.16%,VA,MORTGAGE,7583.33,730-734,14,26622,0,3 years
1585,3000,3000,10.74%,36 months,other,15.55%,DE,RENT,2000,705-709,5,1750,1,2 years
1586,21000,21000,7.62%,36 months,debt_consolidation,6.84%,IL,MORTGAGE,5333.33,775-779,7,19178,0,7 years
1587,8000,8000,17.77%,36 months,credit_card,34.56%,IL,RENT,3291.67,725-729,26,18518,0,2 years
1588,1750,1750,7.88%,36 months,debt_consolidation,23.35%,VA,MORTGAGE,2000,735-739,13,13826,5,10+ years
1589,7500,214.02,8.00%,36 months,other,7.17%,KS,MORTGAGE,3750,795-799,14,9409,1,7 years
1590,9500,9500,14.65%,36 months,debt_consolidation,8.82%,CA,RENT,5416.67,685-689,4,7831,0,1 year
1591,14500,14500,14.09%,36 months,debt_consolidation,27.78%,MI,MORTGAGE,6250,705-709,9,46129,0,10+ years
1592,4800,4800,19.99%,36 months,debt_consolidation,20.44%,NM,MORTGAGE,2500,660-664,4,21514,1,n/a
1593,3800,3800,6.99%,36 months,credit_card,3.18%,NY,RENT,3583.33,740-744,9,3766,0,4 years
1594,20675,20675,17.27%,60 months,debt_consolidation,13.30%,MD,RENT,3916.67,710-714,5,2449,0,1 year
1595,3500,225,10.28%,36 months,other,10%,NY,RENT,15000,685-689,NA,NA,NA,< 1 year
1596,27050,27050,19.05%,60 months,debt_consolidation,12.89%,MI,MORTGAGE,5083.33,690-694,8,15793,0,6 years
1597,8000,7850,15.33%,36 months,debt_consolidation,16.04%,FL,MORTGAGE,6416.67,675-679,8,25573,3,6 years
1598,5300,5300,15.27%,36 months,credit_card,24.88%,CT,RENT,2500,660-664,11,7855,2,1 year
1599,5000,5000,7.90%,36 months,debt_consolidation,12.85%,PA,OWN,6666.67,730-734,18,9597,2,3 years
1600,15500,15500,8.90%,36 months,home_improvement,16.36%,PA,RENT,9000,700-704,8,4097,4,10+ years
1601,11200,11200,7.91%,36 months,debt_consolidation,13.07%,GA,MORTGAGE,8500,720-724,9,5439,1,3 years
1602,16000,16000,23.76%,60 months,credit_card,27.06%,TX,RENT,5416.67,665-669,18,24610,3,1 year
1603,21850,21850,15.80%,36 months,credit_card,26.29%,NJ,RENT,10000,690-694,20,43173,1,4 years
1604,2400,2375,8.90%,36 months,debt_consolidation,11.23%,NC,RENT,2333.33,705-709,8,2075,0,4 years
1605,2700,2700,5.79%,36 months,debt_consolidation,19.81%,OH,MORTGAGE,3958.33,750-754,14,13159,1,8 years
1606,30100,30100,19.42%,60 months,home_improvement,3.31%,DC,MORTGAGE,8333.33,705-709,15,3737,3,6 years
1607,20000,20000,14.33%,60 months,debt_consolidation,15.68%,CA,RENT,7083.33,720-724,8,17270,0,5 years
1608,6000,6000,6.62%,36 months,house,16.03%,FL,RENT,4166.67,805-809,5,79,0,1 year
1609,2000,2000,14.65%,36 months,debt_consolidation,16.66%,CA,OWN,2083.33,685-689,5,2566,1,5 years
1610,3200,766.09,12.86%,36 months,other,14.77%,PA,RENT,2824,670-674,6,3318,1,7 years
1611,18000,17950,13.49%,60 months,debt_consolidation,28.35%,MD,MORTGAGE,13333.33,740-744,23,39592,0,< 1 year
1612,15000,15000,15.27%,36 months,small_business,7.85%,NJ,RENT,15416.67,680-684,17,8962,1,6 years
1613,5000,5000,11.99%,60 months,major_purchase,14.85%,TX,RENT,4167,725-729,10,3489,3,2 years
1614,7500,7500,13.67%,36 months,credit_card,15.97%,WV,RENT,4833.33,700-704,8,3908,2,5 years
1615,16000,16000,17.99%,36 months,debt_consolidation,5.64%,CA,RENT,7415.83,665-669,10,21686,3,10+ years
1616,20000,20000,7.90%,36 months,small_business,21.42%,TX,MORTGAGE,5000,755-759,6,6264,1,7 years
1617,24000,24000,15.80%,60 months,debt_consolidation,16.73%,NC,MORTGAGE,7500,665-669,10,24126,0,7 years
1618,25000,24925,15.95%,36 months,credit_card,17.95%,MD,RENT,7983.33,685-689,14,28330,0,2 years
1619,3000,3000,6.03%,36 months,other,5.50%,VA,RENT,4166.67,750-754,7,9616,0,5 years
1620,8000,7875,11.48%,36 months,other,15.10%,FL,OWN,3833.33,735-739,4,13415,0,6 years
1621,13000,13000,10.99%,60 months,home_improvement,21.70%,GA,MORTGAGE,6517,740-744,14,4663,0,3 years
1622,8000,8000,6.03%,36 months,debt_consolidation,4.51%,OR,MORTGAGE,3500,815-819,9,6737,0,10+ years
1623,10000,10000,12.12%,36 months,home_improvement,31.46%,NY,MORTGAGE,5000,695-699,16,18921,0,6 years
1624,20000,19925,12.53%,36 months,other,3.65%,AZ,MORTGAGE,5200,780-784,3,9231,0,7 years
1625,21700,21700,15.31%,36 months,credit_card,13.93%,CA,MORTGAGE,5147.17,695-699,6,8795,2,n/a
1626,2500,2500,11.99%,36 months,debt_consolidation,9.98%,RI,RENT,6250,680-684,10,11131,3,10+ years
1627,10000,9869.17,14.96%,36 months,debt_consolidation,17.79%,MA,RENT,3750,670-674,16,7201,4,4 years
1628,17000,17000,7.90%,36 months,car,27.41%,CA,RENT,3083.33,735-739,12,16756,0,10+ years
1629,10000,10000,6.62%,36 months,debt_consolidation,24.24%,IL,RENT,3750,765-769,9,1623,0,2 years
1630,14100,14100,18.55%,36 months,debt_consolidation,22.70%,AL,OWN,3000,665-669,7,12114,1,10+ years
1631,26500,26500,20.49%,60 months,credit_card,30.36%,MO,MORTGAGE,5000,690-694,14,10350,0,5 years
1632,12000,12000,12.12%,36 months,debt_consolidation,9.70%,CA,MORTGAGE,11166.67,710-714,11,19643,1,3 years
1633,2200,-0.01,13.87%,36 months,credit_card,10.35%,NJ,RENT,3333.33,640-644,10,11606,1,3 years
1634,7200,7200,7.62%,36 months,car,7.97%,CA,RENT,8333.33,730-734,12,25430,0,6 years
1635,6500,1196.59,8.32%,36 months,debt_consolidation,5.43%,PA,MORTGAGE,3333,740-744,9,9830,5,10+ years
1636,19750,19750,17.27%,60 months,debt_consolidation,13.39%,NY,MORTGAGE,6737.5,710-714,14,19070,3,4 years
1637,21000,20975,14.91%,60 months,debt_consolidation,9.64%,CA,RENT,3476.8,725-729,10,0,1,4 years
1638,3500,3500,15.81%,36 months,debt_consolidation,13.14%,AR,MORTGAGE,18333.33,665-669,8,11107,2,7 years
1639,2650,2650,7.49%,36 months,debt_consolidation,21.11%,WV,OWN,1482.92,725-729,15,1808,2,4 years
1640,15000,15000,13.11%,36 months,credit_card,19.36%,CA,OWN,5000,695-699,10,16618,0,10+ years
1641,4800,4800,14.33%,36 months,credit_card,18.91%,IL,MORTGAGE,5833.33,695-699,13,29287,1,5 years
1642,12000,12000,17.99%,36 months,debt_consolidation,17.37%,CT,MORTGAGE,3666.67,670-674,10,7393,0,7 years
1643,6000,6000,6.62%,36 months,debt_consolidation,3.88%,NH,MORTGAGE,5000,760-764,5,4242,0,1 year
1644,12000,12000,7.90%,60 months,debt_consolidation,1.88%,DE,MORTGAGE,6666.67,790-794,6,3364,0,6 years
1645,1550,1550,12.12%,36 months,other,11.21%,CA,RENT,5083.33,680-684,9,5755,0,6 years
1646,35000,35000,15.31%,36 months,debt_consolidation,19.59%,PA,MORTGAGE,7500,695-699,11,29953,2,1 year
1647,3000,3000,7.14%,36 months,debt_consolidation,12.85%,PA,RENT,4916.67,730-734,8,3210,0,5 years
1648,15000,14775,10.25%,36 months,credit_card,5.72%,CA,MORTGAGE,9166.67,720-724,13,14887,0,5 years
1649,14400,14400,18.49%,36 months,credit_card,33.23%,FL,RENT,5166.67,665-669,14,11089,2,4 years
1650,12000,12000,9.88%,36 months,educational,5.16%,OH,MORTGAGE,3333.33,755-759,7,1117,3,3 years
1651,20000,19975,19.99%,36 months,debt_consolidation,6.81%,NY,RENT,5500,660-664,11,9028,1,3 years
1652,11700,11650,7.66%,36 months,debt_consolidation,12.13%,MO,MORTGAGE,4583.33,745-749,13,26769,1,10+ years
1653,7750,7750,13.11%,36 months,credit_card,27.28%,TX,MORTGAGE,4208.33,660-664,14,11840,0,2 years
1654,12000,12000,19.91%,60 months,debt_consolidation,11.73%,GA,RENT,3000,660-664,10,10828,0,4 years
1655,6000,5750,7.14%,36 months,debt_consolidation,8.91%,CT,MORTGAGE,4500,760-764,10,4561,1,10+ years
1656,5000,5000,7.90%,36 months,home_improvement,27.06%,LA,MORTGAGE,3333.33,720-724,16,11746,0,8 years
1657,6000,6000,16.29%,36 months,credit_card,20.96%,TX,MORTGAGE,4183.33,665-669,10,7335,1,4 years
1658,25000,15925,10.36%,60 months,debt_consolidation,11.22%,NJ,RENT,7916.67,755-759,6,36534,1,2 years
1659,23000,23000,7.62%,36 months,car,6.51%,CA,MORTGAGE,25000,810-814,10,227,0,10+ years
1660,10000,10000,13.11%,36 months,debt_consolidation,9.14%,OH,MORTGAGE,5416.67,700-704,6,8119,1,7 years
1661,4800,4800,7.88%,60 months,major_purchase,7.88%,CA,MORTGAGE,1600,765-769,6,4191,1,n/a
1662,20500,20500,12.12%,36 months,credit_card,30.95%,NV,MORTGAGE,4333.33,705-709,14,33294,0,10+ years
1663,21000,20950,18.79%,60 months,debt_consolidation,20.31%,FL,MORTGAGE,6750,690-694,14,24763,0,< 1 year
1664,7500,7500,7.90%,36 months,major_purchase,11.79%,MD,OWN,2916.67,820-824,2,349,0,1 year
1665,16800,16800,16.40%,36 months,debt_consolidation,7.02%,MO,MORTGAGE,6666.67,675-679,8,16211,1,< 1 year
1666,10000,8851.08,11.66%,36 months,debt_consolidation,8.40%,CA,MORTGAGE,4133.33,685-689,6,11735,2,10+ years
1667,12000,12000,16.49%,60 months,small_business,18.63%,NY,RENT,4000,685-689,9,11376,0,10+ years
1668,17900,17900,18.25%,60 months,debt_consolidation,7.36%,TX,RENT,5000,705-709,7,10217,0,10+ years
1669,24000,9675,17.15%,36 months,debt_consolidation,12.70%,FL,RENT,18483,670-674,14,40099,6,5 years
1670,9600,9600,14.33%,36 months,debt_consolidation,20.69%,MO,MORTGAGE,2750,670-674,16,11518,0,10+ years
1671,8000,8000,12.68%,60 months,credit_card,18.78%,VT,MORTGAGE,11583.33,700-704,13,86700,0,10+ years
1672,9000,9000,13.43%,36 months,major_purchase,19.45%,NJ,OWN,6750,690-694,7,26588,1,4 years
1673,10000,10000,14.65%,36 months,major_purchase,19.25%,OH,MORTGAGE,8083.33,675-679,14,9246,1,10+ years
1674,8000,8000,16.29%,36 months,debt_consolidation,9.75%,TX,RENT,5250,665-669,14,6035,1,5 years
1675,12000,12000,16.32%,60 months,major_purchase,9.74%,TX,RENT,5000,680-684,9,6852,1,3 years
1676,20000,19950,11.14%,36 months,debt_consolidation,17.37%,NH,MORTGAGE,6650,715-719,9,19955,1,10+ years
1677,4800,4800,7.88%,36 months,debt_consolidation,23.95%,FL,MORTGAGE,3750,710-714,19,114509,0,n/a
1678,28000,27950,19.42%,60 months,debt_consolidation,4.56%,VA,MORTGAGE,10813.17,685-689,8,9397,3,10+ years
1679,10000,10000,11.14%,36 months,home_improvement,8.80%,NC,OWN,4000,705-709,17,10750,0,5 years
1680,7300,7300,6.62%,36 months,credit_card,20.11%,GA,MORTGAGE,3416.67,730-734,14,23030,0,4 years
1681,8450,8450,7.90%,36 months,debt_consolidation,10.93%,PA,RENT,3000,730-734,6,7603,1,3 years
1682,20000,20000,21.98%,60 months,home_improvement,17.08%,TX,MORTGAGE,5000,675-679,5,19780,1,2 years
1683,16000,16000,21.98%,60 months,home_improvement,10.99%,IL,MORTGAGE,3466.67,665-669,8,13797,1,7 years
1684,30000,29950,17.27%,36 months,debt_consolidation,12.29%,TX,RENT,10000,695-699,17,18680,0,3 years
1685,12000,11530.58,15.23%,60 months,credit_card,20.18%,WA,MORTGAGE,4166.67,700-704,10,18559,1,7 years
1686,24500,24450,11.83%,36 months,house,13.42%,NY,OWN,12500,810-814,10,346,0,10+ years
1687,3000,2275,13.75%,36 months,educational,2.38%,FL,OWN,588.5,640-644,4,469,0,8 years
1688,8000,8000,15.31%,36 months,other,18.62%,CO,OWN,3083.33,680-684,14,1669,2,4 years
1689,17000,16786.31,8.94%,36 months,vacation,2.19%,CA,MORTGAGE,10000,775-779,15,63646,1,< 1 year
1690,4200,4200,11.71%,36 months,debt_consolidation,15.97%,IL,RENT,6041.67,680-684,11,5913,0,8 years
1691,1400,1400,14.27%,36 months,medical,3.05%,OR,RENT,2750,680-684,3,1276,0,1 year
1692,2500,2500,14.65%,36 months,debt_consolidation,23.58%,FL,OWN,5130.42,670-674,13,5942,2,4 years
